domain,kingdom,phylum,class,order,family,genus,species
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus achilles
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus blochii
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus dussumieri
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus guttatus
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus leucopareius
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus lineatus
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus nigricans
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus nigrofuscus
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus nigroris
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus olivaceus
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus thompsoni
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus triostegus
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus xanthopterus
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Ctenochaetus,Ctenochaetus hawaiiensis
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Ctenochaetus,Ctenochaetus marginatus
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Ctenochaetus,Ctenochaetus strigosus
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Naso,Naso annulatus
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Naso,Naso brevirostris
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Naso,Naso caesius
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Naso,Naso hexacanthus
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Naso,Naso lituratus
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Naso,Naso maculatus
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Naso,Naso unicornis
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Paracanthurus,Paracanthurus hepatus
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Zebrasoma,Zebrasoma flavescens
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Zebrasoma,Zebrasoma rostratum
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Zebrasoma,Zebrasoma velifer
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Luvaridae,Luvarus,Luvarus imperialis
Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Zanclidae,Zanclus,Zanclus cornutus
Eukaryota,Metazoa,Chordata,Actinopteri,Acropomatiformes,Acropomatidae,Synagrops,Synagrops japonicus
Eukaryota,Metazoa,Chordata,Actinopteri,Acropomatiformes,Creediidae,Crystallodytes,Crystallodytes cookei
Eukaryota,Metazoa,Chordata,Actinopteri,Acropomatiformes,Creediidae,Limnichthys,Limnichthys nitidus
Eukaryota,Metazoa,Chordata,Actinopteri,Acropomatiformes,Epigonidae,Brephostoma,Brephostoma carpenteri
Eukaryota,Metazoa,Chordata,Actinopteri,Acropomatiformes,Epigonidae,Epigonus,Epigonus atherinoides
Eukaryota,Metazoa,Chordata,Actinopteri,Acropomatiformes,Howellidae,Bathysphyraenops,Bathysphyraenops simplex
Eukaryota,Metazoa,Chordata,Actinopteri,Acropomatiformes,Howellidae,Howella,Howella brodiei
Eukaryota,Metazoa,Chordata,Actinopteri,Acropomatiformes,Howellidae,Howella,Howella parini
Eukaryota,Metazoa,Chordata,Actinopteri,Acropomatiformes,Howellidae,Howella,Howella zina
Eukaryota,Metazoa,Chordata,Actinopteri,Acropomatiformes,Pentacerotidae,Evistias,Evistias acutirostris
Eukaryota,Metazoa,Chordata,Actinopteri,Acropomatiformes,Pentacerotidae,Pentaceros,Pentaceros wheeleri
Eukaryota,Metazoa,Chordata,Actinopteri,Acropomatiformes,Symphysanodontidae,Symphysanodon,Symphysanodon katayamai
Eukaryota,Metazoa,Chordata,Actinopteri,Acropomatiformes,Symphysanodontidae,Symphysanodon,Symphysanodon maunaloae
Eukaryota,Metazoa,Chordata,Actinopteri,Acropomatiformes,Symphysanodontidae,Symphysanodon,Symphysanodon typus
Eukaryota,Metazoa,Chordata,Actinopteri,Albuliformes,Albulidae,Albula,Albula glossodonta
Eukaryota,Metazoa,Chordata,Actinopteri,Albuliformes,Albulidae,Albula,Albula virgata
Eukaryota,Metazoa,Chordata,Actinopteri,Alepocephaliformes,Alepocephalidae,Herwigia,Herwigia kreffti
Eukaryota,Metazoa,Chordata,Actinopteri,Alepocephaliformes,Alepocephalidae,Photostylus,Photostylus pycnopterus
Eukaryota,Metazoa,Chordata,Actinopteri,Alepocephaliformes,Platytroctidae,Holtbyrnia,Holtbyrnia innesi
Eukaryota,Metazoa,Chordata,Actinopteri,Alepocephaliformes,Platytroctidae,Maulisia,Maulisia argipalla
Eukaryota,Metazoa,Chordata,Actinopteri,Alepocephaliformes,Platytroctidae,Sagamichthys,Sagamichthys abei
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Chlopsidae,Chilorhinus,Chilorhinus platyrhynchus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Chlopsidae,Kaupichthys,Kaupichthys diodontus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Chlopsidae,Xenoconger,Xenoconger fryeri
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Congridae,Ariosoma,Ariosoma fasciatum
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Congridae,Bathyuroconger,Bathyuroconger vicinus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Congridae,Gnathophis,Gnathophis nystromi
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Congridae,Uroconger,Uroconger lepturus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Cyematidae,Cyema,Cyema atrum
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Derichthyidae,Derichthys,Derichthys serpentinus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Eurypharyngidae,Eurypharynx,Eurypharynx pelecanoides
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Anarchias,Anarchias seychellensis
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Echidna,Echidna leucotaenia
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Echidna,Echidna nebulosa
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Echidna,Echidna polyzona
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Echidna,Echidna unicolor
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Enchelycore,Enchelycore pardalis
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Enchelynassa,Enchelynassa canina
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnomuraena,Gymnomuraena zebra
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax berndti
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax buroensis
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax chilospilus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax elegans
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax eurostus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax flavimarginatus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax fuscomaculatus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax gracilicauda
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax javanicus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax kidako
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax margaritophorus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax melatremus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax meleagris
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax nudivomer
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax pictus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax pindae
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax prismodon
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax rueppelliae
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax steindachneri
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax undulatus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax ypsilon
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax zonipectis
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Monopenchelys,Monopenchelys acuta
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Scuticaria,Scuticaria okinawae
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Scuticaria,Scuticaria tigrina
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Uropterygius,Uropterygius fuscoguttatus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,Uropterygius,Uropterygius macrocephalus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,NA,Gymnothorax
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Muraenidae,NA,Uropterygius
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Nemichthyidae,Labichthys,Labichthys carinatus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Nemichthyidae,Nemichthys,Nemichthys larseni
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Nemichthyidae,Nemichthys,Nemichthys scolopaceus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Nettastomatidae,Nettastoma,Nettastoma parviceps
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Nettastomatidae,Nettastoma,Nettastoma solitarium
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Apterichtus,Apterichtus klazingai
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Brachysomophis,Brachysomophis crocodilinus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Brachysomophis,Brachysomophis henshawi
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Callechelys,Callechelys catostoma
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Callechelys,Callechelys marmorata
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Cirrhimuraena,Cirrhimuraena playfairii
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Ichthyapus,Ichthyapus vulturis
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Leiuranus,Leiuranus semicinctus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Muraenichthys,Muraenichthys schultzei
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Myrichthys,Myrichthys colubrinus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Myrichthys,Myrichthys magnificus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Ophichthus,Ophichthus polyophthalmus
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Schismorhynchus,Schismorhynchus labialis
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Schultzidia,Schultzidia johnstonensis
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Scolecenchelys,Scolecenchelys gymnota
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Serrivomeridae,Serrivomer,Serrivomer sector
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Serrivomeridae,Stemonidium,Stemonidium hypomelas
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Dysommina,Dysommina rugosa
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Histiobranchus,Histiobranchus bathybius
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Meadia,Meadia abyssalis
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Simenchelys,Simenchelys parasitica
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Synaphobranchus,Synaphobranchus affinis
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Synaphobranchus,Synaphobranchus brevidorsalis
Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Synaphobranchus,Synaphobranchus kaupii
Eukaryota,Metazoa,Chordata,Actinopteri,Argentiniformes,Bathylagidae,Dolicholagus,Dolicholagus longirostris
Eukaryota,Metazoa,Chordata,Actinopteri,Argentiniformes,Bathylagidae,Melanolagus,Melanolagus bericoides
Eukaryota,Metazoa,Chordata,Actinopteri,Argentiniformes,Microstomatidae,Microstoma,Microstoma microstoma
Eukaryota,Metazoa,Chordata,Actinopteri,Argentiniformes,Microstomatidae,Nansenia,Nansenia longicauda
Eukaryota,Metazoa,Chordata,Actinopteri,Argentiniformes,Opisthoproctidae,Monacoa,Monacoa grimaldii
Eukaryota,Metazoa,Chordata,Actinopteri,Argentiniformes,Opisthoproctidae,Opisthoproctus,Opisthoproctus soleatus
Eukaryota,Metazoa,Chordata,Actinopteri,Argentiniformes,Opisthoproctidae,Rhynchohyalus,Rhynchohyalus natalensis
Eukaryota,Metazoa,Chordata,Actinopteri,Argentiniformes,Opisthoproctidae,Winteria,Winteria telescopa
Eukaryota,Metazoa,Chordata,Actinopteri,Atheriniformes,Atherinidae,Atherinomorus,Atherinomorus insularum
Eukaryota,Metazoa,Chordata,Actinopteri,Atheriniformes,Isonidae,Iso,Iso hawaiiensis
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Alepisauridae,Alepisaurus,Alepisaurus ferox
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Alepisauridae,Omosudis,Omosudis lowii
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Bathysauridae,Bathysaurus,Bathysaurus mollis
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Evermannellidae,Coccorella,Coccorella atlantica
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Evermannellidae,Evermannella,Evermannella indica
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Evermannellidae,Odontostomops,Odontostomops normalops
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Giganturidae,Gigantura,Gigantura indica
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Ipnopidae,Bathypterois,Bathypterois atricolor
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Ipnopidae,Bathypterois,Bathypterois grallator
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Ipnopidae,Bathytyphlops,Bathytyphlops marionae
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus hoedti
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Notosudidae,Scopelosaurus,Scopelosaurus smithii
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Paralepididae,Arctozenus,Arctozenus risso
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Paralepididae,Lestrolepis,Lestrolepis intermedia
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Paralepididae,Magnisudis,Magnisudis atlantica
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Paralepididae,Stemonosudis,Stemonosudis macrura
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Paralepididae,Stemonosudis,Stemonosudis rothschildi
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Paralepididae,Sudis,Sudis atrox
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Paralepididae,Uncisudis,Uncisudis advena
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Paralepididae,Uncisudis,Uncisudis quadrimaculata
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Scopelarchidae,Benthalbella,Benthalbella infans
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Scopelarchidae,Scopelarchus,Scopelarchus analis
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Scopelarchidae,Scopelarchus,Scopelarchus guentheri
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Scopelarchidae,Scopelarchus,Scopelarchus michaelsarsi
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Scopelarchidae,Scopelarchus,Scopelarchus stephensi
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Saurida,Saurida flamma
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Saurida,Saurida gracilis
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Saurida,Saurida nebulosa
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Synodus,Synodus binotatus
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Synodus,Synodus capricornis
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Synodus,Synodus dermatogenys
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Synodus,Synodus kaianus
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Synodus,Synodus mundyi
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Synodus,Synodus rubromarmoratus
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Synodus,Synodus ulae
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Synodus,Synodus usitatus
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Synodus,Synodus variegatus
Eukaryota,Metazoa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Trachinocephalus,Trachinocephalus myops
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Belonidae,Ablennes,Ablennes hians
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Belonidae,Cololabis,Cololabis saira
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Belonidae,Tylosurus,Tylosurus acus
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Belonidae,Tylosurus,Tylosurus crocodilus
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon atrisignis
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon dorsomacula
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon furcatus
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon spilonotopterus
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon suttoni
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon unicolor
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,Cypselurus,Cypselurus angusticeps
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,Cypselurus,Cypselurus poecilopterus
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,Exocoetus,Exocoetus monocirrhus
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,Exocoetus,Exocoetus volitans
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,Hirundichthys,Hirundichthys albimaculatus
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,Hirundichthys,Hirundichthys speculiger
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,Parexocoetus,Parexocoetus brachypterus
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Exocoetidae,Prognichthys,Prognichthys sealei
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Hemiramphidae,Euleptorhamphus,Euleptorhamphus viridis
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Hemiramphidae,Hemiramphus,Hemiramphus depauperatus
Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Hemiramphidae,Oxyporhamphus,Oxyporhamphus micropterus
Eukaryota,Metazoa,Chordata,Actinopteri,Beryciformes,Barbourisiidae,Barbourisia,Barbourisia rufa
Eukaryota,Metazoa,Chordata,Actinopteri,Beryciformes,Berycidae,Beryx,Beryx decadactylus
Eukaryota,Metazoa,Chordata,Actinopteri,Beryciformes,Berycidae,Beryx,Beryx splendens
Eukaryota,Metazoa,Chordata,Actinopteri,Beryciformes,Cetomimidae,Cetostoma,Cetostoma regani
Eukaryota,Metazoa,Chordata,Actinopteri,Beryciformes,Cetomimidae,Ditropichthys,Ditropichthys storeri
Eukaryota,Metazoa,Chordata,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,Melamphaes longivelis
Eukaryota,Metazoa,Chordata,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,Melamphaes lugubris
Eukaryota,Metazoa,Chordata,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,Melamphaes polylepis
Eukaryota,Metazoa,Chordata,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,Melamphaes simus
Eukaryota,Metazoa,Chordata,Actinopteri,Beryciformes,Melamphaidae,Poromitra,Poromitra crassiceps
Eukaryota,Metazoa,Chordata,Actinopteri,Beryciformes,Melamphaidae,Poromitra,Poromitra oscitans
Eukaryota,Metazoa,Chordata,Actinopteri,Beryciformes,Melamphaidae,Scopeloberyx,Scopeloberyx opisthopterus
Eukaryota,Metazoa,Chordata,Actinopteri,Beryciformes,Melamphaidae,Scopeloberyx,Scopeloberyx robustus
Eukaryota,Metazoa,Chordata,Actinopteri,Beryciformes,Melamphaidae,Scopelogadus,Scopelogadus mizolepis
Eukaryota,Metazoa,Chordata,Actinopteri,Beryciformes,Rondeletiidae,Rondeletia,Rondeletia loricata
Eukaryota,Metazoa,Chordata,Actinopteri,Beryciformes,Stephanoberycidae,Malacosarcus,Malacosarcus macrostoma
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Blenniella,Blenniella gibbifrons
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Cirripectes,Cirripectes obscurus
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Cirripectes,Cirripectes polyzona
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Cirripectes,Cirripectes quagga
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Cirripectes,Cirripectes vanderbilti
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Cirripectes,Cirripectes variolosus
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Entomacrodus,Entomacrodus strasburgi
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Exallias,Exallias brevis
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Omobranchus,Omobranchus ferox
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Omobranchus,Omobranchus obliquus
Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Blenniidae,Parablennius,Parablennius thysanius
Eukaryota,Metazoa,Chordata,Actinopteri,Caproiformes,Caproidae,Antigonia,Antigonia capros
Eukaryota,Metazoa,Chordata,Actinopteri,Caproiformes,Caproidae,Antigonia,Antigonia rubescens
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Alectis,Alectis ciliaris
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Atule,Atule mate
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Carangoides,Carangoides equula
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Caranx,Caranx caballus
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Caranx,Caranx ignobilis
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Caranx,Caranx lugubris
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Caranx,Caranx melampygus
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Caranx,Caranx sexfasciatus
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Decapterus,Decapterus macarellus
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Decapterus,Decapterus macrosoma
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Decapterus,Decapterus muroadsi
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Decapterus,Decapterus tabl
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Elagatis,Elagatis bipinnulata
Eukaryota,Metazoa,Chordata,Actinopteri,Carangiformes,Carangidae,Gnathanodon,Gnathanodon speciosus
